"alt","caption","commentsCount","dimensionsHeight","dimensionsWidth","displayUrl","firstComment","hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","hashtags/7","hashtags/8","hashtags/9","hashtags/10","hashtags/11","hashtags/12","hashtags/13","hashtags/14","hashtags/15","hashtags/16","hashtags/17","hashtags/18","hashtags/19","hashtags/20","hashtags/21","hashtags/22","hashtags/23","hashtags/24","hashtags/25","hashtags/26","hashtags/27","hashtags/28","hashtags/29","id","inputUrl","isSponsored","latestComments/0/id","latestComments/0/likesCount","latestComments/0/ownerProfilePicUrl","latestComments/0/ownerUsername","latestComments/0/repliesCount","latestComments/0/text","latestComments/0/timestamp","latestComments/1/id","latestComments/1/likesCount","latestComments/1/ownerProfilePicUrl","latestComments/1/ownerUsername","latestComments/1/repliesCount","latestComments/1/text","latestComments/1/timestamp","likesCount","locationId","locationName","mentions/0","mentions/1","musicInfo/artist_name","musicInfo/audio_id","musicInfo/should_mute_audio","musicInfo/should_mute_audio_reason","musicInfo/song_name","musicInfo/uses_original_audio","ownerFullName","ownerId","ownerUsername","productType","shortCode","timestamp","type","url","videoDuration","videoPlayCount","videoUrl","videoViewCount"
,"ALL THAT WE ASK FOR IS ONE CONFIDENT PERFORMANCE, IS THAT TOO MUCH TO ASK 😡😡😡???

3 in a row losses to the Gunners 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️

#tottenhamhotspur #spurs #coys #arsenal #gunners #singapore #england #premierleague #football #footballfans #footballcommunity #thfc #southkorea #spursvsarsenal #northlondonderby #NLD #red #white #sportsreels #instafootball #matchweek4 #epl #angepostecoglou #mikelarteta #footballmemes","2","1136","640","https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/459455930_1679881262846132_1404307917017216827_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=_blI9_-BJz4Q7kNvgESFCbQ&_nc_gid=f0c033e5d74b4a53a3baf064e1505145&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCAK9bZb61rVyT04VecedBq7zZfJ1Cxqzw5hSv3PHOcfg&oe=672B981A&_nc_sid=10d13b","😢😂😍🔥","tottenhamhotspur","spurs","coys","arsenal","gunners","singapore","england","premierleague","football","footballfans","footballcommunity","thfc","southkorea","spursvsarsenal","northlondonderby","NLD","red","white","sportsreels","instafootball","matchweek4","epl","angepostecoglou","mikelarteta","footballmemes",,,,,,"3457788106580006612","https://www.instagram.com/beek_speeks/","false","18056615197800870","0","https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/412418163_184959904645409_162091366974675443_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=105&_nc_ohc=qPfjkJfNQjMQ7kNvgE7Cnio&_nc_gid=f0c033e5d74b4a53a3baf064e1505145&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDyPiePtbgy-VrGNP2vVtPq6rKPL3KgpTqQk1zbmkER6A&oe=672BA18A&_nc_sid=10d13b","kumaran_builders","0","😢😂😍🔥","2024-09-30T01:22:24.000Z","18009805844378289","0","https://scontent-lga3-1.cdninstagram.com/v/t51.2885-19/339189229_2708675402645924_3494473645954158438_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=wYLYORORIk0Q7kNvgEAv9v_&_nc_gid=f0c033e5d74b4a53a3baf064e1505145&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAeKPHAYv5yI8ktMLFT_NYyqa4MrD5UnRzvwArAxolC0A&oe=672B9DD4&_nc_sid=10d13b","alfeetetsushi","0","COYG🔥","2024-09-16T12:40:55.000Z","14","105565836144069","Singapore",,,"beek_speeks","1758076184946544","false","","Original audio","true","Beek Beek 🦜","25469025068","beek_speeks","clips","C_8h_Z5RZbU","2024-09-15T17:17:22.000Z","Video","https://www.instagram.com/p/C_8h_Z5RZbU/","387.355","160","https://scontent-lga3-1.cdninstagram.com/o1/v/t16/f1/m86/A84F0E4F767646B87F63D537AC9160B8_video_dashinit.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=108&vs=550272937580025_4233569041&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9BODRGMEU0Rjc2NzY0NkI4N0Y2M0Q1MzdBQzkxNjBCOF92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dPMTdaQnZLY1NRcHJwQUJBS2lXNFNRbm5vRWJicV9FQUFBRhUCAsgBACgAGAAbABUAACayneLEqf%2BtQBUCKAJDMywXQHgxU%2FfO2RcYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=f0c030cb47&ccb=9-4&oh=00_AYCrvUseitQeVKg0sbiPEnr5M2RnhZoGx1eN9KNe4Z4WXQ&oe=6727AD8E&_nc_sid=10d13b","74"
,"On an added note, Werner should really go take some shooting lessons, else we'd have won 0-5!!

Hope the injuries to Son and Destiny are not too serious 🙏

Apart from that, keep up the great work boys!! At this rate, we should be challenging for the title in no time 😎📈

COME ON YOU SPURS 🤍 💙 ‼️

#tottenhamhotspur #spurs #coys #manchesterunited #manutd #reddevils #singapore #unitedkingdom #premierleague #football #footballfans #footballcommunity #thfc #southkorea #manutdvspurs #red #white #sportsreels #instafootball #matchweek6 #epl #angepostecoglou #eriktenhag #footballmemes","2","1136","640","https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/461391555_518957684403592_5554112840813506351_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=104&_nc_ohc=a7XzO3DB2PgQ7kNvgEn9TLA&_nc_gid=3056a63689af4e09a82bc3e970724f40&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYC3Mm-8KWoyrWCyBYFnHkilw0SyOZ8cqtcfkosBb-HMeA&oe=672BA49F&_nc_sid=10d13b","Wooooo","tottenhamhotspur","spurs","coys","manchesterunited","manutd","reddevils","singapore","unitedkingdom","premierleague","football","footballfans","footballcommunity","thfc","southkorea","manutdvspurs","red","white","sportsreels","instafootball","matchweek6","epl","angepostecoglou","eriktenhag","footballmemes",,,,,,,"3467972056636164517","https://www.instagram.com/beek_speeks/","false","18042222320310216","1","https://scontent-ord5-2.cdninstagram.com/v/t51.2885-19/412418163_184959904645409_162091366974675443_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=105&_nc_ohc=qPfjkJfNQjMQ7kNvgGgCz0h&_nc_gid=3056a63689af4e09a82bc3e970724f40&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYD1KaDZjNpiRshuNaqAfw9nY37ml3MmRF3GQyEHio934w&oe=672BA18A&_nc_sid=10d13b","kumaran_builders","0","Wooooo","2024-09-30T02:25:04.000Z","17867540595145341","1","https://scontent-ord5-1.cdninstagram.com/v/t51.2885-19/460154159_1540681760176365_5514451347451535380_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=109&_nc_ohc=N8-cq29hiicQ7kNvgEQMAlv&_nc_gid=3056a63689af4e09a82bc3e970724f40&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDmRWVDmo5heLrrQ5WEPVe2Ay-YA8MIOmELMAABvgRU1Q&oe=672BAF5B&_nc_sid=10d13b","lilywhitesindia","0","Letsssss fuckkking gooooooo. 🚀🪩","2024-09-29T18:33:02.000Z","9","105565836144069","Singapore",,,"beek_speeks","8276065842491709","false","","Original audio","true","Beek Beek 🦜","25469025068","beek_speeks","clips","DAgtjYex4ml","2024-09-29T18:30:00.000Z","Video","https://www.instagram.com/p/DAgtjYex4ml/","161.401","235","https://scontent-ord5-1.cdninstagram.com/o1/v/t16/f1/m86/E54DA489EF0B867B7F9149F46D34A294_video_dashinit.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=109&vs=491872207050090_307615706&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9FNTREQTQ4OUVGMEI4NjdCN0Y5MTQ5RjQ2RDM0QTI5NF92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dLVkNoQnVBMFE5em5Na0lBTGR0QXVsN3p3bFpicV9FQUFBRhUCAsgBACgAGAAbABUAACaouqqN94v7PxUCKAJDMywXQGQrnbItDlYYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=3056a21cdb&ccb=9-4&oh=00_AYCJnd2D7TOJ1nL0tt9qsxf_31kKUYeW9s5GJz72KrOxMg&oe=6727C025&_nc_sid=10d13b","72"
,"Matchweek 2 of Europa League (Ferencváros vs Spurs)

Our youngsters need more minutes in future games to gain more experience and confidence in their game!

#16 needs 16 days of non-stop shooting drills before he even sets foot on the football pitch! Pathetic 🤦

#tottenhamhotspur #thfc #spurs #ferencváros #ferencvárosvsspurs #europaleague #europeanfootball #football #instafootball #footballcommunity #footballmemes #england #singapore #india #malaysia #indonesia #thailand #vietnam #philippines #englishpremierleague","0","1136","640","https://scontent-atl3-2.cdninstagram.com/v/t51.2885-15/461875117_408986615582507_3515287923577365943_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=111&_nc_ohc=-EAhU5Hg4s8Q7kNvgGLJ3T9&_nc_gid=4cd338ee14844aaaa496329c79d78ff8&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBGCzWoXWKRbb_hO7OMK051d7jquIHlNuUpCfCupIqb8Q&oe=672BAB8B&_nc_sid=10d13b","","16","tottenhamhotspur","thfc","spurs","ferencváros","ferencvárosvsspurs","europaleague","europeanfootball","football","instafootball","footballcommunity","footballmemes","england","singapore","india","malaysia","indonesia","thailand","vietnam","philippines","englishpremierleague",,,,,,,,,,"3470919149344338100","https://www.instagram.com/beek_speeks/","false",,,,,,,,,,,,,,,"3","105565836144069","Singapore",,,"beek_speeks","1570286633576566","false","","Original audio","true","Beek Beek 🦜","25469025068","beek_speeks","clips","DArLpOcxTC0","2024-10-03T20:06:08.000Z","Video","https://www.instagram.com/p/DArLpOcxTC0/","166.255","130","https://scontent-atl3-1.cdninstagram.com/o1/v/t16/f1/m86/744B85575D4681EA6F17E7310B949EAF_video_dashinit.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=106&vs=731505702475493_2464708354&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC83NDRCODU1NzVENDY4MUVBNkYxN0U3MzEwQjk0OUVBRl92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dEUUFpUnRMa2U0VGQyTURBRDhQSlhfeEZYVVJicV9FQUFBRhUCAsgBACgAGAAbABUAACa689adstHIQRUCKAJDMywXQGTGZmZmZmYYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=4cd3326985&ccb=9-4&oh=00_AYDtFgFvp7bHSbnEXIQOee6aHtMLWE6lltw7eSjZbDCUMg&oe=6727B870&_nc_sid=10d13b","40"
,"Matchweek 8: Spurs vs West Ham Utd

This week we scored loads! Next game, are we gonna score loads or take in loads? Hope we consistently dish out high quality performances and not go off and on like a flickering lightbulb

Kudus forgot he was playing football I think. The moment he saw the stool to sit on after scoring West Ham's first goal, he switched from football mode to WWE mode

Pedro really needs to improve his awareness on the field. He must remember he's a defender and he has to defend

Streak cut for Dom and Johnson! But it's not the end of the world, I know they'll start scoring goals again soon

Sarrman the difference maker, changed the complexion of the game and got us playing Red Hot Chili Pepper football 🥵🔥🔥🔥

Swede Inji Iduppazhagan Kulusevski triggered our comeback and the MOTM for his performance is well deserved

Let's go dominate AZ Alkmaar later this week!!

COYS 💙🤍‼️

#tottenhamhotspur #spurs #coys #westhamunited #hammers #whu #singapore #england #premierleague #football #footballfans #footballcommunity #thfc #southkorea #spursvswestham
#claret #white #sportsreels #instafootball #matchreactions #matchweek8 #epl #angepostecoglou #julienlopetegui #footballmemes #manutd #mancity #chelsea #arsenal #liverpool","2","1136","640","https://instagram.fcps3-1.fna.fbcdn.net/v/t51.2885-15/464062834_1672273356889367_634381471101338953_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fcps3-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=0026szOB79gQ7kNvgEacYWV&_nc_gid=1a3c462fac0b487cb4023164d8f49c5a&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDODpOs770a8lOhmX1OBnfTKcQ45HsRWZnnRAXox2m1Rw&oe=672B9AF0&_nc_sid=10d13b","Super happy moments dear","tottenhamhotspur","spurs","coys","westhamunited","hammers","whu","singapore","england","premierleague","football","footballfans","footballcommunity","thfc","southkorea","spursvswestham","claret","white","sportsreels","instafootball","matchreactions","matchweek8","epl","angepostecoglou","julienlopetegui","footballmemes","manutd","mancity","chelsea","arsenal","liverpool","3482389812135450810","https://www.instagram.com/beek_speeks/","false","18031763126360657","0","https://instagram.fcps3-1.fna.fbcdn.net/v/t51.2885-19/413242081_1308442123152562_1701048115658597289_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fcps3-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=HRx9jVh_RFkQ7kNvgHQKRG2&_nc_gid=1a3c462fac0b487cb4023164d8f49c5a&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDZqPBOM2sX4Vk_oLn7NF10qb5HTCz04aEW67baRXb-3w&oe=672BC2EC&_nc_sid=10d13b","ss_kumaran","0","Super happy moments dear","2024-10-22T17:02:49.000Z","17911437152982238","0","https://instagram.fcps3-1.fna.fbcdn.net/v/t51.2885-19/462450865_1286680832493102_8805344816098438189_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fcps3-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=Lom6qLJhBmkQ7kNvgH7Nqbo&_nc_gid=1a3c462fac0b487cb4023164d8f49c5a&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDm-UwXJ0Qv5JQ31Z8AivJrimnHXvAZ_XGKgKGoMLygGg&oe=672B9F89&_nc_sid=10d13b","davekhlaw","0","@daryl.bradley invite him to BC live shows","2024-10-19T16:00:58.000Z","13","105565836144069","Singapore",,,"beek_speeks","1081742600055649","false","","Original audio","true","Beek Beek 🦜","25469025068","beek_speeks","clips","DBT7xVpxdi6","2024-10-19T15:56:18.000Z","Video","https://www.instagram.com/p/DBT7xVpxdi6/","278.129","404","https://instagram.fcps3-1.fna.fbcdn.net/o1/v/t16/f1/m86/E343B88B17E936736D8B3B315BDC7ABF_video_dashinit.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=108&vs=1264915441624323_1654419130&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9FMzQzQjg4QjE3RTkzNjczNkQ4QjNCMzE1QkRDN0FCRl92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dJRGVvUnMwdE5FOU9DZ0lBRnZKZHZ3bFRrQlZicV9FQUFBRhUCAsgBACgAGAAbABUAACb4lK%2F5%2B4eyQBUCKAJDMywXQHFhDlYEGJMYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=1a3c406c53&ccb=9-4&oh=00_AYCelG8FNiBpwO0Zb0_QmKckBbPK37G_yu4F-tVrYCNU1w&oe=6727AC5E&_nc_sid=10d13b","135"
,"Matchweek 7 : Brighton vs Spurs

THE BULLYING TOWARDS OUR CLUB IS BACK AGAIN AS BRIGHTON ENJOY THEIR KOTHTHU PRATA ‼️ 😤😤

1st half we were goated like Thalapathy, but in the 2nd half they katharifyed (tortured) us like Senapathy 😭😭😭 

#tottenhamhotspur #spurs #coys  #brightonandhovealbion  #brighton #bha #singapore #unitedkingdom #premierleague #football #footballfans #footballcommunity #thfc #southkorea #malaysia #india #brightonvspurs
#red #white #sportsreels #instafootball #matchweek7 #epl #angepostecoglou #fabianhurzeler  #footballmemes #indian #tamil #kollywood

@spursofficial @officialbhafc","1","1136","640","https://scontent-atl3-2.cdninstagram.com/v/t51.2885-15/462265309_1045504006856272_6018391402838549662_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=104&_nc_ohc=nFF9UZZ54f4Q7kNvgE30Jwq&_nc_gid=6d1ffee4719d456d9823f01b3f67618c&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBXL8ZGlATeh_1gnpPui9BLVF1wFnED1m92NJbUHaGQmw&oe=672BAD4E&_nc_sid=10d13b","😢😮 like the comparison of appropriate  tamil movie scenes","tottenhamhotspur","spurs","coys","brightonandhovealbion","brighton","bha","singapore","unitedkingdom","premierleague","football","footballfans","footballcommunity","thfc","southkorea","malaysia","india","brightonvspurs","red","white","sportsreels","instafootball","matchweek7","epl","angepostecoglou","fabianhurzeler","footballmemes","indian","tamil","kollywood",,"3473041334343105048","https://www.instagram.com/beek_speeks/","false","18044820868873826","0","https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/413242081_1308442123152562_1701048115658597289_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=HRx9jVh_RFkQ7kNvgE0o-hS&_nc_gid=6d1ffee4719d456d9823f01b3f67618c&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDglP3kg5fJ6F-EVuh7Tcy63BcciAJ0SinEbovT6LokNg&oe=672BC2EC&_nc_sid=10d13b","ss_kumaran","0","😢😮 like the comparison of appropriate  tamil movie scenes","2024-10-22T17:03:55.000Z",,,,,,,,"13","105565836144069","Singapore","spursofficial","officialbhafc","beek_speeks","559168263117220","false","","Original audio","true","Beek Beek 🦜","25469025068","beek_speeks","clips","DAyuLFPxPoY","2024-10-06T18:22:07.000Z","Video","https://www.instagram.com/p/DAyuLFPxPoY/","262.942","461","https://scontent-atl3-1.cdninstagram.com/o1/v/t16/f1/m86/DE4240601E9424EF3ABE977117DBDBBA_video_dashinit.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=110&vs=2638592956529762_3715435046&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9ERTQyNDA2MDFFOTQyNEVGM0FCRTk3NzExN0RCREJCQV92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dQZ2JqUnNSdnRJb253Z01BS3EzZjVuMjdnVmxicV9FQUFBRhUCAsgBACgAGAAbABUAACbsjtGcjKK4PxUCKAJDMywXQHBszMzMzM0YEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=6d1ffc2c00&ccb=9-4&oh=00_AYDiu0438ebNXr9-VcwfN3gHgbldDV-EySXLQlk6hy5S1Q&oe=6727BECC&_nc_sid=10d13b","178"
,"A good performance from the lads 😊💙🤍!! Hope to see them carry forward this momentum 🙏

Love to see Brennan proving haters wrong 💪😎🔥

Vicariooooo!! I hope this will  be the last time you try your funny goal-line antics. That was low-key annoying to watch 😤!!

#tottenhamhotspur #spurs #coys #brentfordfc #singapore #england #premierleague #football #footballfans #footballcommunity #thfc #southkorea #spursvsbrentford  #sportsreels #tiktokfootball #matchweek5 #epl #angepostecoglou #thomasfrank #footballmemes #instafootball","2","1136","640","https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/460798058_1081065560055578_696826156298099871_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=ao_Pij8ouroQ7kNvgFO7E3o&_nc_gid=a307161e22ce41ceb2ed90f226a36722&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBfO6GihjWhZ8sSnN2BTa4VIlsPepqn3afj8z9v3dd2og&oe=672B98D2&_nc_sid=10d13b","👏","tottenhamhotspur","spurs","coys","brentfordfc","singapore","england","premierleague","football","footballfans","footballcommunity","thfc","southkorea","spursvsbrentford","sportsreels","tiktokfootball","matchweek5","epl","angepostecoglou","thomasfrank","footballmemes","instafootball",,,,,,,,,,"3462120481304746412","https://www.instagram.com/beek_speeks/","false","18466340980048976","0","https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/464858847_911229190929624_9146266500395016213_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=100&_nc_ohc=0p1srA9Jw0YQ7kNvgGZD-d3&_nc_gid=a307161e22ce41ceb2ed90f226a36722&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDbdg72SrUBY_0IMz6UPlBlae20D8ZCfvylGPTZStZY2Q&oe=672B90C1&_nc_sid=10d13b","chitramaheswari763","0","👏","2024-10-07T09:11:46.000Z","17930931950933078","0","https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/412418163_184959904645409_162091366974675443_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=105&_nc_ohc=qPfjkJfNQjMQ7kNvgE2QvPs&_nc_gid=a307161e22ce41ceb2ed90f226a36722&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDHAFMMhH-VxIddkSGtjfNGndjkWsXRuNK23nA5tAHYsg&oe=672BA18A&_nc_sid=10d13b","kumaran_builders","0","Wow.. Good Job Guys","2024-09-30T02:33:48.000Z","7","105565836144069","Singapore",,,"beek_speeks","1028779498947316","false","","Original audio","true","Beek Beek 🦜","25469025068","beek_speeks","clips","DAL7DwRxhms","2024-09-21T16:44:04.000Z","Video","https://www.instagram.com/p/DAL7DwRxhms/","139.575","136","https://scontent-lga3-2.cdninstagram.com/o1/v/t16/f1/m86/E64C52C8DD8753FFC789D5A3F65751B7_video_dashinit.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=101&vs=1194413108335637_3443573344&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9FNjRDNTJDOEREODc1M0ZGQzc4OUQ1QTNGNjU3NTFCN192aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dMbXViaHVRRGFHUThyZ0VBRGREMFFrbVF6a1hicV9FQUFBRhUCAsgBACgAGAAbABUAACaq7cmvh6jHPxUCKAJDMywXQGFwAAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=a3071d5cf7&ccb=9-4&oh=00_AYDG0SeJQb3CfaTAULqeYE8iaQDutSk-Jj5JkDw1cJnKzQ&oe=6727AB49&_nc_sid=10d13b","57"
,"Matchweek 1 of Europa League (Spurs vs Qarabag)

Biss gotta be careful too 😬. That pen could've been 3-1, but our luck, the ball skied!

Great Resilience from the boys to win the game whilst being down to ten men, by 3 goals that too 😎💪🔥‼️

Man Utd, we're coming for you and we're gonna blow you and Old Trafford away

COME ON YOU SPURS 🤍💙!!!!

#tottenhamhotspur #thfc #spurs #qarabağfk #spursvsqarabag #europaleague #europeanfootball #footballfans #football #footballmemes #england #singapore #malaysia #indonesia #thailand #india #englishpremierleague #instafootball","0","1136","640","https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/461450984_554956720200103_8294261925261022335_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=107&_nc_ohc=_E4kE6oA6hsQ7kNvgFXeLm2&_nc_gid=d978942ce1a1405291e4f8f5e693b918&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAZessceulYdD0NvX47vYU3oEUZarrrSfIAv6k6IuYJLQ&oe=672B9C0A&_nc_sid=10d13b","","tottenhamhotspur","thfc","spurs","qarabağfk","spursvsqarabag","europaleague","europeanfootball","footballfans","football","footballmemes","england","singapore","malaysia","indonesia","thailand","india","englishpremierleague","instafootball",,,,,,,,,,,,,"3466152007411488603","https://www.instagram.com/beek_speeks/","false",,,,,,,,,,,,,,,"11","105565836144069","Singapore",,,"beek_speeks","830168155945915","false","","Original audio","true","Beek Beek 🦜","25469025068","beek_speeks","clips","DAaPuLjRNdb","2024-09-27T06:17:32.000Z","Video","https://www.instagram.com/p/DAaPuLjRNdb/","169.506","312","https://scontent-ord5-1.cdninstagram.com/o1/v/t16/f1/m86/3C4945EEC277E260D0C60EB6228394B2_video_dashinit.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=111&vs=8320681597986635_2703805735&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8zQzQ5NDVFRUMyNzdFMjYwRDBDNjBFQjYyMjgzOTRCMl92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dPYi1NQnNKb19rS3NHb0lBSlFDTFRmZnZFTVNicV9FQUFBRhUCAsgBACgAGAAbABUAACb04Pn%2Bl6P6PxUCKAJDMywXQGUt41P3ztkYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HAA%3D%3D&_nc_rid=d9789b4dba&ccb=9-4&oh=00_AYDeoabQGbI4gVk-aY7NuaCwaMmYgFk7qIjdBH7fLNEI5w&oe=6727C13B&_nc_sid=10d13b","96"
